#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,APPROVED,VERIFIED
5338, "RD 1428/03 052", "2011-08-07", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5339, "RD 1428/03 052", "2011-08-08", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5340, "RD 1428/03 052", "2011-08-06", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5341, "RD 1428/03 052", "2011-08-07", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5342, "RD 1428/03 052", "2011-08-07", "LEBRIJA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5343, "RD 1428/03 052", "2011-08-09", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5344, "RD 1428/03 052", "2011-08-07", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5345, "RD 1428/03 048", "2011-08-09", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5346, "RD 1428/03 048", "2011-08-09", "CORIA DEL RIO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5347, "RD 1428/03 052", "2011-08-04", "SAN RAFAEL DE OLIVENZA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5348, "RD 1428/03 052", "2011-08-04", "BENALMADENA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5349, "RD 1428/03 052", "2011-08-04", "BOADILLA DEL MONTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5350, "RD 1428/03 052", "2011-08-09", "MAIRENA DEL ALJARAFE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5351, "RD 1428/03 052", "2011-08-10", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5352, "RD 1428/03 052", "2011-08-05", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5353, "RD 1428/03 052", "2011-08-11", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5354, "RD 1428/03 048", "2011-08-11", "POZUELO DE ALARCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5355, "RD 1428/03 052", "2011-08-06", "SALAMANCA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5356, "RD 1428/03 052", "2011-08-12", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5357, "RD 1428/03 052", "2011-08-12", "ARROYO DE LA MIEL,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5358, "RD 1428/03 052", "2011-08-12", "LAS ROZAS DE MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5359, "RD 1428/03 052", "2011-08-12", "BADAJOZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5360, "RD 1428/03 052", "2011-08-11", "ALCALA DE GUADAIRA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5361, "RD 1428/03 052", "2011-08-12", "CARTAYA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5362, "RD 1428/03 048", "2011-08-12", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5363, "RD 1428/03 048", "2011-08-13", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5364, "RD 1428/03 052", "2011-08-13", "MARCHENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5365, "RD 1428/03 052", "2011-08-14", "TORRELODONES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5366, "RD 1428/03 052", "2011-08-13", "SANATORIO HISPANOAMERICA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5367, "RD 1428/03 048", "2011-08-14", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5368, "RD 1428/03 052", "2011-08-15", "ARANJUEZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5369, "RD 1428/03 052", "2011-08-14", "DEHESA GOLF,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5370, "RD 1428/03 052", "2011-08-14", "BORMUJOS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5371, "RD 1428/03 052", "2011-08-15", "HUELVA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5372, "RD 1428/03 052", "2011-08-13", "ROTA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5373, "RD 1428/03 052", "2011-08-13", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5374, "RD 1428/03 052", "2011-08-13", "MINAS DE RIOTINTO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5375, "RD 1428/03 052", "2011-08-13", "DESCARGAMARIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5376, "RD 1428/03 052", "2011-08-14", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5377, "RD 1428/03 052", "2011-08-15", "ALCANTARILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5378, "RD 1428/03 052", "2011-08-14", "SANLUCAR LA MAYOR,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5379, "RD 1428/03 052", "2011-08-12", "MADRID,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
5380, "RD 1428/03 052", "2011-08-09", "ALGECIRAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5381, "RD 1428/03 052", "2011-08-09", "MATARO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5382, "RD 1428/03 052", "2011-08-09", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5383, "RD 1428/03 052", "2011-08-09", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5384, "RD 1428/03 052", "2011-08-16", "PLAYA SAN JUAN,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5385, "RD 1428/03 052", "2011-08-12", "SANT CUGAT,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5386, "RD 1428/03 052", "2011-08-17", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5387, "RD 1428/03 052", "2011-08-12", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5388, "RD 1428/03 048", "2011-08-16", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5389, "RD 1428/03 052", "2011-08-12", "FUENLABRADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5390, "RD 1428/03 052", "2011-08-12", "LEON,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5391, "RD 1428/03 052", "2011-08-12", "ALAMEDA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5392, "RD 1428/03 052", "2011-08-12", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5393, "RD 1428/03 052", "2011-08-13", "ILLESCAS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5394, "RD 1428/03 052", "2011-08-17", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5395, "RD 1428/03 052", "2011-08-18", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5396, "RD 1428/03 052", "2011-08-13", "CADIZ,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5397, "RD 1428/03 052", "2011-08-18", "TORREMOLINOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5398, "RD 1428/03 052", "2011-08-13", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5399, "RD 1428/03 052", "2011-08-18", "CALA DE MIJAS, LA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5400, "RD 1428/03 052", "2011-08-13", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5401, "RD 1428/03 052", "2011-08-13", "MARBELLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5402, "RD 1428/03 052", "2011-08-18", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5403, "RD 1428/03 052", "2011-08-19", "ACEBUCHAL, EL (LORA DEL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5404, "RD 1428/03 052", "2011-08-19", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5405, "RD 1428/03 052", "2011-08-15", "COMBOS, LOS (ARROYOMOLIN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5406, "RD 1428/03 052", "2011-08-22", "SAN JUAN DEL PUERTO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5407, "RD 1428/03 052", "2011-08-22", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5408, "RD 1428/03 052", "2011-08-21", "EL EJIDO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5409, "RD 1428/03 052", "2011-08-20", "FERROL,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5410, "RD 1428/03 052", "2011-07-23", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5411, "RD 1428/03 052", "2011-07-23", "CIUDALCAMPO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5412, "RD 1428/03 052", "2011-07-23", "POZUELO DE ALARCON,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
5413, "RD 1428/03 052", "2011-07-28", "VILLACASTIN,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
5414, "RD 1428/03 052", "2011-08-24", "LAS ROZAS DE MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5415, "RD 1428/03 052", "2011-07-28", "VILANOVA I LA GELTRU,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5416, "RD 1428/03 052", "2011-07-28", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5417, "RD 1428/03 052", "2011-07-28", "DONOSTIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5418, "RD 1428/03 052", "2011-07-28", "CACERES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5419, "RD 1428/03 052", "2011-07-29", "BOADILLA DEL MONTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5420, "RD 1428/03 052", "2011-07-29", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5421, "RD 1428/03 052", "2011-07-29", "MONTIJO,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5422, "RD 1428/03 052", "2011-07-29", "BOADILLA DEL MONTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5423, "RD 1428/03 052", "2011-08-24", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5424, "RD 1428/03 052", "2011-08-25", "MARBELLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5425, "RD 1428/03 052", "2011-08-25", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5426, "RD 1428/03 052", "2011-08-25", "TORROX,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5427, "RD 1428/03 052", "2011-08-22", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5428, "RD 1428/03 052", "2011-08-26", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5429, "RD 1428/03 052", "2011-08-28", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5430, "RD 1428/03 048", "2011-08-30", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5431, "RD 1428/03 052", "2011-08-16", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5432, "RD 1428/03 052", "2011-08-27", "PUNTA UMBRIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5433, "RD 1428/03 052", "2011-08-29", "MADRID,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
5434, "RD 1428/03 052", "2011-08-29", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5435, "RD 1428/03 052", "2011-08-10", "POZUELO DE ALARCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5436, "RD 1428/03 052", "2011-08-10", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5437, "RD 1428/03 052", "2011-08-10", "TOLEDO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5438, "RD 1428/03 052", "2011-08-17", "DON BENITO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5439, "RD 1428/03 052", "2011-08-18", "PARLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5440, "RD 1428/03 052", "2011-08-18", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5441, "RD 1428/03 052", "2011-08-11", "OVIEDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5442, "RD 1428/03 052", "2011-08-11", "ALCOBENDAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5443, "RD 1428/03 052", "2011-08-11", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5444, "RD 1428/03 052", "2011-08-12", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5445, "RD 1428/03 052", "2011-08-14", "MAIRENA DEL ALJARAFE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5446, "RD 1428/03 052", "2011-08-14", "CACERES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5447, "RD 1428/03 052", "2011-08-14", "BERRIZ,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5448, "RD 1428/03 052", "2011-08-15", "MAJADAHONDA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5449, "RD 1428/03 052", "2011-08-15", "CACERES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5450, "RD 1428/03 052", "2011-08-16", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5451, "RD 1428/03 052", "2011-08-17", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5452, "RD 1428/03 052", "2011-08-17", "ARROYOMOLINOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5453, "RD 1428/03 052", "2011-08-18", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5454, "RD 1428/03 052", "2011-08-18", "SAN FERNANDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5455, "RD 1428/03 052", "2011-08-18", "CERCEDILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5456, "RD 1428/03 052", "2011-08-23", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5457, "RD 1428/03 052", "2011-08-23", "MAJADAHONDA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5458, "RD 1428/03 052", "2011-08-24", "CANTILLANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5459, "RD 1428/03 052", "2011-08-24", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5460, "RD 1428/03 052", "2011-08-03", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5461, "RD 1428/03 052", "2011-08-06", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5462, "RD 1428/03 052", "2011-08-18", "GUADALAJARA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5463, "RD 1428/03 052", "2011-08-19", "FUENLABRADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5464, "RD 1428/03 052", "2011-08-19", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5465, "RD 1428/03 052", "2011-08-19", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5466, "RD 1428/03 052", "2011-08-19", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5467, "RD 1428/03 052", "2011-08-19", "COSLADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5468, "RD 1428/03 052", "2011-08-20", "NAVALCARNERO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5469, "RD 1428/03 052", "2011-08-25", "FUENLABRADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5470, "RD 1428/03 052", "2011-08-25", "VILLANUEVA PARDILLO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5471, "RD 1428/03 052", "2011-08-25", "ZIZUR MENOR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5472, "RD 1428/03 052", "2011-08-25", "TALAVERA DE LA REINA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5473, "RD 1428/03 052", "2011-08-26", "MIRAFLORES DE SIERRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5474, "RD 1428/03 052", "2011-08-30", "MARBELLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5475, "RD 1428/03 052", "2011-08-30", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5476, "RD 1428/03 052", "2011-08-21", "POZUELO DE ALARCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5477, "RD 1428/03 052", "2011-08-21", "POZUELO DE ALARCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5478, "RD 1428/03 052", "2011-08-21", "TALAVERA DE LA REINA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5479, "RD 1428/03 052", "2011-08-21", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5480, "RD 1428/03 052", "2011-08-23", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5481, "RD 1428/03 052", "2011-08-28", "STO DOMINGO CAUDILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5482, "RD 1428/03 052", "2011-08-28", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5483, "RD 1428/03 052", "2011-08-28", "FUENGIROLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5484, "RD 1428/03 052", "2011-08-29", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5485, "RD 1428/03 052", "2011-08-29", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5486, "RD 1428/03 052", "2011-08-31", "SAN LORENZO PARRILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5487, "RD 1428/03 052", "2011-08-07", "LORA DEL RIO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5488, "RD 1428/03 052", "2011-08-07", "BADAJOZ,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5489, "RD 1428/03 052", "2011-08-07", "SAN FERNANDO HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5490, "RD 1428/03 052", "2011-08-09", "MIJAS COSTA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5491, "RD 1428/03 052", "2011-08-31", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5492, "RD 1428/03 052", "2011-08-31", "TORRE DEL MAR,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
5493, "RD 1428/03 052", "2011-08-31", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5494, "RD 1428/03 052", "2011-09-01", "ALCOBENDAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5495, "RD 1428/03 048", "2011-09-01", "VILLANUEVA DEL ARISCAL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5496, "RD 1428/03 052", "2011-09-01", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5497, "RD 1428/03 048", "2011-09-01", "LEGANES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5498, "RD 1428/03 048", "2011-09-02", "ORGAZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5499, "RD 1428/03 052", "2011-09-03", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5500, "RD 1428/03 052", "2011-09-03", "POLIGONO INDUSTRIAL EL G,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5501, "RD 1428/03 052", "2011-09-03", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5502, "RD 1428/03 048", "2011-09-01", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5503, "RD 1428/03 052", "2011-09-02", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5504, "RD 1428/03 052", "2011-09-03", "LA PUEBLA MONTALBAN,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5505, "RD 1428/03 052", "2011-09-04", "CABRERO,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5506, "RD 1428/03 052", "2011-09-04", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5507, "RD 1428/03 052", "2011-09-05", "BADAJOZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5508, "RD 1428/03 052", "2011-09-05", "FUENLABRADA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5509, "RD 1428/03 052", "2011-09-05", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5510, "RD 1428/03 052", "2011-09-07", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5511, "RD 1428/03 052", "2011-09-08", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5512, "RD 1428/03 052", "2011-09-08", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5513, "RD 1428/03 052", "2011-09-09", "ARRECIFE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5514, "RD 1428/03 052", "2011-09-11", "CORDOBA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5515, "RD 1428/03 052", "2011-09-10", "TORDESILLAS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5516, "RD 1428/03 052", "2011-09-10", "S JUAN AZNALFARACHE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5517, "RD 1428/03 052", "2011-09-09", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5518, "RD 1428/03 052", "2011-09-11", "MARBELLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5519, "RD 1428/03 048", "2011-09-10", "HUETOR VEGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5520, "RD 1428/03 052", "2011-09-10", "LA ALGABA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5521, "RD 1428/03 052", "2011-09-11", "BAENA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5522, "RD 1428/03 052", "2011-09-11", "MAIRENA DEL ALJARAFE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5523, "RD 1428/03 052", "2011-09-11", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5524, "RD 1428/03 052", "2011-09-11", "MAIRENA DEL ALJARAFE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5525, "RD 1428/03 052", "2011-09-11", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5526, "RD 1428/03 052", "2011-09-10", "BOADILLA DEL MONTE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5527, "RD 1428/03 052", "2011-09-11", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5528, "RD 1428/03 052", "2011-09-11", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5529, "RD 1428/03 052", "2011-09-09", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5530, "RD 1428/03 052", "2011-09-10", "FUENLABRADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5531, "RD 1428/03 052", "2011-09-10", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5532, "RD 1428/03 052", "2011-09-10", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5533, "RD 1428/03 052", "2011-09-11", "RIVAS VACIAMADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5534, "RD 1428/03 052", "2011-09-11", "EL VISO DE SAN JUAN,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5535, "RD 1428/03 052", "2011-09-12", "TOMARES,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5536, "RD 1428/03 052", "2011-09-13", "LA ALGABA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5537, "RD 1428/03 052", "2011-09-13", "ONDARROA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5538, "RD 1428/03 052", "2011-09-14", "BOADILLA DEL MONTE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5539, "RD 1428/03 052", "2011-09-14", "ESTREMERA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5540, "RD 1428/03 052", "2011-09-15", "DOS HERMANAS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5541, "RD 1428/03 052", "2011-09-14", "CARTAGENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5542, "RD 1428/03 052", "2011-09-14", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5543, "RD 1428/03 052", "2011-09-14", "VILLARRASA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5544, "RD 1428/03 052", "2011-09-16", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5545, "RD 1428/03 052", "2011-09-15", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5546, "RD 1428/03 048", "2011-09-10", "GRANADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5547, "RD 1428/03 048", "2011-09-11", "TORREMOLINOS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5548, "RD 1428/03 048", "2011-09-09", "NIJAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5549, "RD 1428/03 048", "2011-09-10", "ALHENDIN,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5550, "RD 1428/03 048", "2011-09-10", "GRANADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5551, "RD 1428/03 048", "2011-09-11", "DOS HERMANAS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5552, "RD 1428/03 048", "2011-09-13", "FUENLABRADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
